Confirmed,State,Special Id,Production,Species,No Measure Value
7/15/24,Colorado,CO 041,Dairy Milking Cows,Cattle,
7/15/24,Colorado,CO 043,Dairy Milking Cows,Cattle,
7/12/24,Colorado,CO 037,Dairy Milking Cows,Cattle,
7/11/24,Colorado,CO 036,Dairy Milking Cows,Cattle,
7/11/24,Idaho,ID 031,Dairy Milking Cows,Cattle,
7/11/24,Idaho,ID 032,Dairy Milking Cows,Cattle,
7/11/24,Oklahoma,OK 001,Dairy Milking Cows,Cattle,
7/11/24,Oklahoma,OK 002,Dairy Milking Cows,Cattle,
7/10/24,Colorado,CO 031,Dairy Milking Cows,Cattle,
7/10/24,Colorado,CO 032,Dairy Milking Cows,Cattle,
7/10/24,Colorado,CO 033,Dairy Milking Cows,Cattle,
7/10/24,Colorado,CO 034,Dairy Milking Cows,Cattle,
7/10/24,Colorado,CO 035,Dairy Milking Cows,Cattle,
7/10/24,Minnesota,MN 009,Dairy Milking Cows,Cattle,
7/9/24,Iowa,IA 012,Dairy Milking Cows,Cattle,
7/8/24,Colorado,CO 028,Dairy Milking Cows,Cattle,
7/8/24,Colorado,CO 029,Dairy Milking Cows,Cattle,
7/8/24,Colorado,CO 030,Dairy Milking Cows,Cattle,
7/8/24,Michigan,MI 026,Dairy Milking Cows,Cattle,
7/8/24,Texas,TX 022,Dairy Milking Cows,Cattle,
7/2/24,Minnesota,MN 008,Dairy Milking Cows,Cattle,
7/1/24,Colorado,CO 027,Dairy Milking Cows,Cattle,
6/28/24,Colorado,CO 017,Dairy Milking Cows,Cattle,
6/28/24,Colorado,CO 024,Dairy Milking Cows,Cattle,
6/28/24,Colorado,CO 025,Dairy Milking Cows,Cattle,
6/28/24,Colorado,CO 026,Dairy Milking Cows,Cattle,
6/28/24,Iowa,IA 013,Dairy Milking Cows,Cattle,
6/25/24,Colorado,CO 022,Dairy Milking Cows,Cattle,
6/25/24,Colorado,CO 023,Dairy Milking Cows,Cattle,
6/25/24,Iowa,IA 011,Dairy Milking Cows,Cattle,
6/24/24,Colorado,CO 020,Dairy Milking Cows,Cattle,
6/24/24,Colorado,CO 021,Dairy Milking Cows,Cattle,
6/24/24,Iowa,IA 010,Dairy Milking Cows,Cattle,
6/21/24,Colorado,CO 013,Dairy Milking Cows,Cattle,
6/21/24,Colorado,CO 014,Dairy Milking Cows,Cattle,
6/21/24,Colorado,CO 015,Dairy Milking Cows,Cattle,
6/21/24,Colorado,CO 016,Dairy Milking Cows,Cattle,
6/21/24,Colorado,CO 018,Dairy Milking Cows,Cattle,
6/21/24,Iowa,IA 008,Dairy Milking Cows,Cattle,
6/21/24,Iowa,IA 009,Dairy Milking Cows,Cattle,
6/20/24,Colorado,CO 019,Dairy Milking Cows,Cattle,
6/20/24,Idaho,ID 029,Dairy Milking Cows,Cattle,
6/18/24,Colorado,CO 011,Dairy Milking Cows,Cattle,
6/18/24,Colorado,CO 012,Dairy Milking Cows,Cattle,
6/18/24,Iowa,IA 006,Dairy Milking Cows,Cattle,
6/18/24,Iowa,IA 007,Dairy Milking Cows,Cattle,
6/18/24,Minnesota,MN 005,Dairy Milking Cows,Cattle,
6/18/24,Minnesota,MN 006,Dairy Milking Cows,Cattle,
6/18/24,Minnesota,MN 007,Dairy Milking Cows,Cattle,
6/17/24,Idaho,ID 025,Dairy Milking Cows,Cattle,
6/17/24,Idaho,ID 026,Dairy Milking Cows,Cattle,
6/17/24,Idaho,ID 027,Dairy Milking Cows,Cattle,
6/17/24,Iowa,IA 004,Dairy Milking Cows,Cattle,
6/17/24,Iowa,IA 005,Dairy Milking Cows,Cattle,
6/17/24,Texas,TX 020,Dairy Milking Cows,Cattle,
6/17/24,Texas,TX 021,Dairy Milking Cows,Cattle,
6/13/24,Colorado,CO 007,Dairy Milking Cows,Cattle,
6/13/24,Colorado,CO 008,Dairy Milking Cows,Cattle,
6/13/24,Colorado,CO 009,Dairy Milking Cows,Cattle,
6/13/24,Colorado,CO 010,Dairy Milking Cows,Cattle,
6/13/24,Iowa,IA 003,Dairy Milking Cows,Cattle,
6/12/24,Colorado,CO 006,Dairy Milking Cows,Cattle,
6/11/24,Michigan,MI 025,Dairy Milking Cows,Cattle,
6/10/24,Colorado,CO 005,Dairy Milking Cows,Cattle,
6/10/24,Idaho,ID 021,Dairy Milking Cows,Cattle,
6/10/24,Idaho,ID 023,Dairy Milking Cows,Cattle,
6/10/24,Idaho,ID 024,Dairy Milking Cows,Cattle,
6/10/24,Iowa,IA 002,Dairy Milking Cows,Cattle,
6/7/24,Iowa,IA 001,Dairy Milking Cows,Cattle,
6/7/24,Minnesota,MN 004,Dairy Milking Cows,Cattle,
6/6/24,Idaho,ID 020,Dairy Milking Cows,Cattle,
6/6/24,Minnesota,MN 003,Dairy Milking Cows,Cattle,
6/6/24,Wyoming,WY 001,Dairy Milking Cows,Cattle,
6/5/24,Minnesota,MN 002,Dairy Milking Cows,Cattle,
6/4/24,Texas,TX 019,Dairy Milking Cows,Cattle,
6/3/24,Idaho,ID 019,Dairy Milking Cows,Cattle,
6/3/24,Texas,TX 017,Dairy Milking Cows,Cattle,
6/3/24,Texas,TX 018,Dairy Milking Cows,Cattle,
5/31/24,Michigan,MI 024,Dairy Milking Cows,Cattle,
5/31/24,South Dakota,SD 005,Dairy Milking Cows,Cattle,
5/31/24,Texas,TX 016,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 011,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 012,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 013,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 014,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 015,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 016,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 017,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 018,Dairy Milking Cows,Cattle,
5/30/24,Idaho,ID 028,Dairy Milking Cows,Cattle,
5/29/24,Michigan,MI 023,Dairy Milking Cows,Cattle,
5/28/24,Michigan,MI 021,Dairy Milking Cows,Cattle,
5/28/24,Michigan,MI 022,Dairy Milking Cows,Cattle,
5/24/24,Idaho,ID 010,Dairy Milking Cows,Cattle,
5/23/24,Michigan,MI 019,Dairy Milking Cows,Cattle,
5/23/24,South Dakota,SD 004,Dairy Milking Cows,Cattle,
5/23/24,Texas,TX 015,Dairy Milking Cows,Cattle,
5/22/24,Colorado,CO 003,Dairy Milking Cows,Cattle,
5/22/24,Colorado,CO 004,Dairy Milking Cows,Cattle,
5/22/24,Michigan,MI 016,Dairy Milking Cows,Cattle,
5/22/24,Michigan,MI 017,Dairy Milking Cows,Cattle,
5/22/24,Michigan,MI 018,Dairy Milking Cows,Cattle,
5/22/24,Michigan,MI 020,Dairy Milking Cows,Cattle,
5/21/24,Idaho,ID 008,Dairy Milking Cows,Cattle,
5/21/24,Idaho,ID 009,Dairy Milking Cows,Cattle,
5/20/24,South Dakota,SD 002,Dairy Milking Cows,Cattle,
5/20/24,Texas,TX 014,Dairy Milking Cows,Cattle,
5/17/24,South Dakota,SD 003,Dairy Milking Cows,Cattle,
5/16/24,Idaho,ID 006,Dairy Milking Cows,Cattle,
5/16/24,Idaho,ID 007,Backyard Producer,Alpaca,
5/16/24,Michigan,MI 015,Dairy Milking Cows,Cattle,
5/14/24,Idaho,ID 005,Dairy Milking Cows,Cattle,
5/14/24,Michigan,MI 013,Dairy Milking Cows,Cattle,
5/14/24,Michigan,MI 014,Dairy Milking Cows,Cattle,
5/11/24,Michigan,MI 011,Dairy Milking Cows,Cattle,
5/11/24,Michigan,MI 012,Dairy Milking Cows,Cattle,
5/10/24,Idaho,ID 004,Dairy Milking Cows,Cattle,
5/9/24,Texas,TX 013,Dairy Milking Cows,Cattle,
5/8/24,Colorado,CO 002,Dairy Milking Cows,Cattle,
5/8/24,Michigan,MI 007,Dairy Milking Cows,Cattle,
5/8/24,Michigan,MI 008,Dairy Milking Cows,Cattle,
5/8/24,Michigan,MI 009,Dairy Milking Cows,Cattle,
5/8/24,Michigan,MI 010,Dairy Milking Cows,Cattle,
5/7/24,Idaho,ID 003,Dairy Milking Cows,Cattle,
4/25/24,Colorado,CO 001,Dairy Milking Cows,Cattle,
4/19/24,Idaho,ID 002,Dairy Milking Cows,Cattle,
4/17/24,Kansas,KS 004,Dairy Milking Cows,Cattle,
4/17/24,Michigan,MI 006,Dairy Milking Cows,Cattle,
4/17/24,New Mexico,NM 008,Dairy Milking Cows,Cattle,
4/17/24,Texas,TX 006,Dairy Milking Cows,Cattle,
4/15/24,Michigan,MI 005,Dairy Milking Cows,Cattle,
4/12/24,Michigan,MI 003,Dairy Milking Cows,Cattle,
4/12/24,Michigan,MI 004,Dairy Milking Cows,Cattle,
4/10/24,New Mexico,NM 007,Dairy Milking Cows,Cattle,
4/10/24,Texas,TX 012,Dairy Milking Cows,Cattle,
4/9/24,New Mexico,NM 006,Dairy Milking Cows,Cattle,
4/9/24,North Carolina,NC 001,Dairy Milking Cows,Cattle,
4/9/24,South Dakota,SD 001,Dairy Milking Cows,Cattle,
4/9/24,Texas,TX 003,Dairy Milking Cows,Cattle,
4/6/24,New Mexico,NM 003,Dairy Milking Cows,Cattle,
4/6/24,New Mexico,NM 004,Dairy Milking Cows,Cattle,
4/6/24,New Mexico,NM 005,Dairy Milking Cows,Cattle,
4/5/24,Michigan,MI 002,Dairy Milking Cows,Cattle,
4/4/24,Texas,TX 010,Dairy Milking Cows,Cattle,
4/4/24,Texas,TX 011,Dairy Milking Cows,Cattle,
4/2/24,Idaho,ID 001,Dairy Milking Cows,Cattle,
4/2/24,Ohio,OH 001,Dairy Milking Cows,Cattle,
4/1/24,Kansas,KS 003,Dairy Milking Cows,Cattle,
4/1/24,New Mexico,NM 001,Dairy Milking Cows,Cattle,
4/1/24,New Mexico,NM 002,Dairy Milking Cows,Cattle,
3/30/24,Texas,TX 008,Dairy Milking Cows,Cattle,
3/30/24,Texas,TX 009,Dairy Milking Cows,Cattle,
3/29/24,Michigan,MI 001,Dairy Milking Cows,Cattle,
3/27/24,Texas,TX 001,Dairy Milking Cows,Cattle,
3/27/24,Texas,TX 005,Dairy Milking Cows,Cattle,
3/27/24,Texas,TX 007,Dairy Milking Cows,Cattle,
3/26/24,Kansas,KS 001,Dairy Milking Cows,Cattle,
3/26/24,Kansas,KS 002,Dairy Milking Cows,Cattle,
3/26/24,Texas,TX 004,Dairy Milking Cows,Cattle,
3/25/24,Texas,TX 002,Dairy Milking Cows,Cattle,
